name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link,orientation
Minobi,,"Translation: raincoat fire Alternate names: minomushibi, minoboshi; varies widely from place to place Habitat: wet rural areas Appearance: Minobi are phenomena that appear on rainy days in rural areas, particularly during the rainy season. Often, they appear near bodies of water such as rivers or lakes like Lake Biwa in Shiga Prefecture. Minobi begin as a number of tiny fireballs which glow like fireflies. They float about in the air and gather in large numbers. Interactions: Minobi get their name from a tendency to gather around people wearing mino (traditional straw raincoats). They stick to raincoats and begin to burn. When someone attempts to brush off or swat out the fire, instead of going out, the minobi multiplies. The fire grows larger and larger until eventually the person is forced to strip off the raincoat and leave it on the road. Origin: Minobi are found all over Japan, although often by different names and blamed on different culprits. Sometimes this phenomenon is thought to be caused by natural gas escaping from the ground (as it is with other mysterious fireballs like onibi and kitsunebi). Most often it is said to be the work of mischievous kitsune, itachi, or tanuki. Because they appear more frequently during the rainy season, sometimes minobi are believed to be fireflies or other insects such as the minomushi (bagworm moth).",,,,,,,,,,,
Ushirogami,,"Translation: the spirit behind you Habitat: haunts cowardly people Diet: thrives on its victims’ fear Appearance: Ushirogami look like ghosts with long black hair, white kimono, and no feet. They have long, twisting bodies which allow them to leap high into the air. A large, single eyeball is located on the top of their heads. Interactions: Ushirogami’s favorite tactic is to scare people by leaping out and appearing right behind them. This is how they get their name. They tug on the hairs on the back of a person’s neck and then vanish when that person turns around to see what touched them. Other pranks that ushirogami enjoy include placing icy cold hands or breathing hot breath onto the necks of their victims. Sometimes they call up strong gusts of wind to blow umbrellas away. Ushirogami particularly like going after cowardly young women walking alone at night. They sneak up behind the women and untie their hair, causing it to fall all over the place. Or they run their hands through the women’s hair and mess it around, tangling it up. Origin: Ushirogami are thought to be a kind of okuby_gami—spirits that causes cowardice, or that specifically target cowardly people. Their name comes from the words ushiro (behind) and kami (spirit). However, there is a hidden pun in their name: kami can also mean hair, so ushirogami can also mean the hairs on the back of your neck. The phrase ushirogami wo hikikaeru (“to have the hairs on the back of your neck pulled”) means to do something with painful reluctance. It describes a person who must do something that they really don’t want to do. As they search for some way out of their task, they turn around and look behind them as if the hairs in the back of their head were being pulled on. The pun is that the ushirogami (spirit) is pulling on your ushirogami (hair), causing you to become cowardly and not want to do something. Thus, ushirogami could be described as both external entities which cause fear and as the internal personification of your own cowardice or reluctance.",,,,,,,,,,,
Kazenbo,,"Translation: monk before the fire Habitat: Toribeyama, a mountain in Ky_to Diet: none; it is fueled only by its attachment to this world Appearance: Kazenb_ are ghostly apparitions which resemble burnt monks wreathed in flames. They appear on Toribeyama, a mountain in Kyoto which has been used as a burial site since the Heian Period. Behavior: Kazenb_ occasionally appear before travelers on Toribeyama. They don’t do anything harmful and their fires are not hot, but their horrific appearance is disturbing. They materialize, suffer and writhe in flames which never completely consume them, and disappear. Origin: During the Heian Period, Toribeyama was an important burial ground and cremation site, especially for the city’s nobility. In times of major epidemics, the bodies of those who died from disease were cremated there. The smoke rising from the mountain from all the bodies being burned was said to be unending. Towards the end of the 10th century, a number of monks decided to offer themselves up in ritual sacrifice by fire. They believed that in doing so, they would rid themselves of their worldly attachments along with their bodies, and thus achieve enlightenment. The ceremony was open to the public. A large number of people came to witness. The event proceeded as planned; the monks sacrificed their bodies in the fire. However, a number of these monks did not actually pass on to nirvana. Instead, their souls remained on earth, bound to where they died. They must not have been able to truly give up their attachments to the material world. Ever since, their doomed ghosts have haunted Toribeyama, appearing as ghostly beggar-monks wreathed in the fires of ignorance and sin. Buddhism and Y_kai In Buddhism, the root sin from which all others are born is attachment. Specifically, attachment to the impermanent, material world. This covers things like wealth and power, but also the perception that our bodies are not separate from our consciousness. Thus, attachment to our physical selves and even our lives is a kind of ignorance. Our attachments serve as an impediment to reaching enlightenment. A person who is able to completely detach his or herself from this ignorance would no longer be reincarnated after death but would achieve nirvana—a state of freedom from suffering and rebirth. A person who is unable to relieve his or herself from attachment is doomed to be reborn over and over again eternally. When that attachment is particularly strong, a person might be reincarnated not as a human, but as a ghost or a demon. A great deal of y_kai are born this way—former humans, now doomed to suffer as wretched monsters until their souls can be redeemed.",,,,,,,,,,,
Yonaki Baba,,"Translation: night-weeping hag Alternate names: nakibab_ Habitat: human-inhabited areas; loiters outside of homes and temples Diet: feeds off of others’ sadness Appearance: Yonaki bab_ look like old women with scraggly, unkempt hair and plain robes. They haunt families which have been recently struck by tragedy. Behavior: Yonaki bab_ remain outside of the houses of the bereaved and weep loudly through the night. They are attracted by the sadness of those within. Although they appear to be sharing in the sadness, it is said that they in fact weep out of scorn, mocking those who truly grieve. Interactions: A yonaki bab_’s weeping is contagious. Those who hear it cannot help but weep as well. Yonaki bab_ often return to the same house over and over for many nights. Families which are repeatedly visited by yonaki bab_ invariably fall to ruin. Origin: Because yonaki bab_ appearances are often precursors to the ruin of an entire family, it has been suggested that yonaki bab_ may belong to a class of spirits called yakuby_gami—kami of bad luck and misfortune. These spirits inflict sickness and suffering wherever they go. Before modern medicine, plagues and natural disasters were thought to be the works of yakuby_gami. Conversely, it has been suggested a yonaki bab_’s arrival may be a divine warning that disaster is near. Rather than bringing disease and ruin herself, a yonaki bab_ may be a kind of divine herald with the duty of warning humans that misfortune, sickness, and death are on the way.",,,,,,,,,,,
Amazake Baba,,"Alternate names: amazake banb_ Habitat: dark, snowy streets; particularly in northern urban areas Diet: amazake and sake Appearance: Amazake bab_ are y_kai from northeastern Japan which appear like haggardly old women. They are practically indistinguishable from ordinary old women, which makes them difficult to recognize as y_kai—until it is too late. Interactions: Amazake bab_ appear on snowy winter nights, traveling from house to house. They knock on doors and call out, “Might you have any amazake (a sweet, low alcohol content form of sake)?” Those who answer, whether yes or no, fall terribly ill. According to superstition, it is possible to keep amazake bab_ from your house by hanging a cedar branch over the door. A variation of amazake bab_ from Yamanashi prefecture is called amazake banb_. They travel from house to house trying to sell sake and amazake. The consequences of replying to one are the same as with an amazake bab_, but the way to keep them at bay is slightly different. They will leave you alone and go on to the next house if you hang a sign at the front door that says, “We do not like sake or amazake.” Origin: Long ago amazake bab_ was considered to be a spirit of disease—specifically smallpox. During smallpox outbreaks, there were large increases in amazake bab_ sightings in major urban centers across Japan, not just in the northeast. Rumors of old women roaming the streets at night selling sake and spreading sickness were rampant in large cities such as Edo, Ky_to, _saka, and Nagoya. Fear of smallpox was a major concern in urban centers and contributed to the popularity of amazake bab_ rumors. Since the eradication of smallpox, amazake bab_ has been downgraded from a spirit of smallpox to a spirit of the common cold. Statues of amazake bab_ can be found in large cities. Parents visit these statues to leave offerings of sake and amazake in hopes that their children will not become sick.",,,,,,,,,,,
Tsurara onna,,"Translation: icicle woman Alternate names: tsurara ny_b_, shigama ny_b_, suga ny_b_, kanek_ri ny_b_ Habitat: snowy areas; only seen during winter Diet: loneliness; can also eat ordinary food Appearance: Tsurara onna are born from the loneliness of single men during the winter. They appear as exceptionally beautiful human women. When the winter snows melt and icicles can no longer be seen hanging from roofs, tsurara onna disappear along with the cold weather. Interactions: Despite their icy origins, tsurara onna are warm and loving spirits. They often fall in love with and even marry humans—however these marriages always end in tragedy. The beautiful bride vanishes when the spring comes, leaving her lover confused and heartbroken. Because they look and behave like human women, it is difficult to identify a tsurara onna. One telltale sign is an unwillingness to enter a bath. Stories tell of women who refuse to take a bath despite their husbands’ constant pressuring. Eventually, they relent and enter the bath. After that, these wives are never seen again; all that remains are a few shards of ice floating in the tub. Legends: Long ago in Echigo Province, a young man gazed out his window on a snowy winter night. As he wistfully admired the scene, he wished that he could find a wife as beautiful as the icicles hanging from his roof. Suddenly, there was a knock at his door. A woman’s voice called out, as beautiful and clear as ice: “Hello! I was traveling along this road, but the snow is too heavy, and I can journey no further. Might I stay for the night?” The woman’s face was as beautiful as her voice. The young man welcomed her inside and worked hard to make sure her stay was as comfortable as possible. Several months later, the woman was still staying at the house. She had forgotten about her journey altogether. The woman and the young man fell deeply in love and got married. One morning the young bride went out shopping. She did not return. The young man waited for her night after night. He asked everyone he knew if they had seen his wife. Nobody had. He searched all around. There was no sign of her. Eventually the snows melted, the plum blossoms bloomed, and spring arrived. His heart was broken, but he forced himself to accept that his bride had left him. Later that year, he married a young woman from his village. The following winter, the young man found himself looking out the window at the long icicles hanging from his roof. Suddenly, there was a knock at the door. His beautiful bride from the previous winter was standing outside of his house. He was shocked. “I searched for you every day! Why did you vanish without a word?” he cried. The woman replied coldly, “We promised to love each other forever. You said that our bond was as long and as solid as the beautiful icicles hanging from your roof. Yet, you remarried so quickly!” She turned and left with a sad look on her face.",,,,,,,,,,,
Oshiroi bab_,,"Translation: face powder hag Alternate names: oshiroi b_san Habitat: dark streets at night, particularly near snowy mountains Diet: unknown Appearance: Oshiroi bab_ are ghastly old hags who appear near the end of the year in mountainous areas. They are accompanied by a telltale jara jara sound, as if someone were dragging a mirror while hobbling through the streets. Their backs are hideously twisted, bent like an old woman who has had a lifetime hard work. They carry a cane in one hand, a sake bottle in the other, and wear a broken straw hat. Their most defining feature is their wrinkly old face which is caked with thick, sloppy, white face powder. Interactions: Oshiroi bab_ don’t interact with humans often. For the most part, their looks alone are awful enough that anyone who sees them quickly runs away. They occasionally accost people, demanding makeup or trying to buy sake. In this way they resemble other old hag y_kai who wander the streets at night, such as amazake bab_. However, unlike most other hags, oshiroi bab_—while ugly and scary—are not dangerous. Origin: According to some local legends, oshiroi bab_ are a kind of yuki onna who descend from mountains into villages on snowy nights. Other legends say that they are more similar to yama uba, who occasionally demand makeup from travelers or appear at the bases of mountains to buy alcohol. According to Toriyama Sekien, oshiroi bab_ serve as the attendants of Shifun Senj_, the goddess of rouge and makeup. White Faces, Black Teeth The artwork of the Edo Period is well known for its depictions of women wearing distinctive makeup. The palette of this time consisted of three basic colors: white, red, and black. The whiten the face, a lead-based pigment called oshiroi was applied thickly with a brush. The whiter the better. The lips, cheeks, and fingernails were colored red using a pigment made from safflowers. Upon getting married, women would blacken their teeth by swishing in their mouths a concoction made from vinegar and iron filings—a style called ohaguro. Upon giving birth to her first child, a woman would shave off her eyebrows, and would sometimes paint a new set of fake eyebrows high up on her forehead. Y_kai are often depicted wearing excessive amounts of makeup. Picture scrolls show ogrish women applying thick white makeup and smiling with mouths full of black teeth. And there are y_kai—like oshiroi baba and ohaguro bettari—who are named for these makeup styles. It seems that even ghosts and spirits were not exempt from fashion trends.",,,,,,,,,,,
Oshiroi bab_,,"Translation: snake bones hag Habitat: Bukan, a mythical country far to the west Diet: as a human Appearance: Jakotsu bab_ is a scary old hag and a shaman with the power to control snakes. She is described as carrying a blue snake in her right hand and a red snake in her left. Behavior: Very little is recorded about Jakotsu bab_’s history or life. Her behavior is the subject of speculation by storytellers. She supposedly lives near a place called “the snake mound.” She scares those who wander too close to her home by attacking them with her snakes. Origin: It’s not quite clear where this y_kai originally comes from. She was recorded in 1780 by Toriyama Sekien in his book Konjaku hyakki sh_i. Because she carries two snakes, Sekien speculated that Jakotsu bab_ originally came from the mythical country of Bukan (also called Fukan; known as Wuxian in Chinese). The race of people who lived in Bukan were shamans, and they used snakes prominently in their divinations. Bukan is recorded in the Sengaiky_ (Chinese: Shan hai jing), which Toriyama Sekien uses as his source for this record. It was supposedly located far to the west, past China on the Asian continent. According to Sekien, long ago there was an important man in Bukan named Jagoemon who lived in a place known as “the snake mound.” His wife was known as Jagob_ (i.e. “Jago’s wife”). Over time, her name was corrupted into Jakotsu bab_. Jagoemon is not a famous historical or mythical figure, so Sekien’s reference may have been invented for fun. Prior to Konjaku hyakki sh_i, the name jakotsu bab_ appears as a vulgar slang word for an old woman in various pulp fiction and kabuki plays of the 1760s and 1770s. Some scholars believe that Sekien may have taken a popular buzzword of his time, transformed it into a y_kai, and attached a simple backstory.",,,,,,,,,,,
Uwabami,,"Translation: giant snake, great serpent Alternate names: orochi, daija Habitat: wilderness Diet: carnivorous; gluttonous and very fond of alcohol Appearance: Uwabami are enormous serpents. Apart from their incredible size, they closely resemble ordinary snakes. They make their homes in the wilderness, far from civilization. Behavior: Uwabami are capable of eating things that are much larger than their bodies, and in quantities that seem like more than they should be able to eat. They are also extremely fond of drinking and can consume huge quantities of sake. They can shape-shift into objects and creatures, including humans. Floods and rock slides are often blamed on evil uwabami. Origin: Snakes have been a part of folklore since prehistoric times. They are symbols of life, death, and eternal youth—the shedding and re-growing of their skin was viewed as a magical ability. Because they can slip into the tiniest cracks, penetrating deep, dark places inaccessible to humans, they were seen as tenacious and clever creatures. The word uwabami is slang for a heavy drinker. The comes from the uwabami’s legendary fondness for sake and its ability to drink more than a creature as large as it should be able to. Legends: Long ago, an uwabami lived in _numa Lake of Shinano Province. Every year he would transform into a handsome young man and visit the mountains to see the cherry blossoms. One spring, he saw a beautiful young woman alone under the blossoms. She was Kuro hime, daughter of the powerful lord Takanashi Masamori. Kuro hime also spied the handsome man who was watching her and found him irresistible. They became acquainted and soon fell in love. The uwabami traveled to Masamori’s castle. He introduced himself as the great snake of _numa Lake, guardian deity of the Shiga Highlands. He professed his love for Kuro hime and asked the lord for her hand in marriage. Masamori immediately refused. The uwabami did not give up and returned every day to ask for Kuro hime’s hand. Finally, Masamori gave his conditions: “If you can keep up with me on horseback and complete seven laps around my castle, I will give you my daughter.” The uwabami agreed. Masamori devised a plan to kill the creature. He had his servants plant swords in the grass all around the castle. When the race began, Masamori spurred his horse into action. The uwabami could not outride the lord, so he transformed into a snake to keep pace. The swords planted around the castle pierced and tore his body. Masamori was an expert rider and knew where the swords were hidden so he easily avoided the traps. When they had completed seven laps, the uwabami’s body was ragged. Rivers of blood flowed from his wounds, and he collapsed. Masamori’s trap had worked. When the uwabami awoke, he realized that he had been tricked. He returned to his lake and summoned a storm, the likes of which had never been seen. _numa Lake swelled and overflowed, flooding everything around. Houses were knocked down, fields were flooded, villages were washed away. No humans or animals escaped a",,,,,,,,,,,
_mukade,,"Translation: giant centipede Alternate names: mountains and caves; any dark and humid place big enough to hold it Habitat: large mountains and deep forests Diet: carnivorous Appearance: _mukade are monstrous mukade ( Scolopendra subspinipes)—centipedes with dark bodies and bright orange legs and heads. They are often depicted with dragon-like features. While ordinary mukade can grow up to 20 cm in length, the upper size limit on y_kai mukade is unknown. Behavior: Like their smaller relatives, _mukade are vicious and highly aggressive. The bite of a regular mukade is venomous and extremely painful, but rarely fatal. _mukade, on the other hand, are much more venomous and powerful. They have even been known to attack dragons. An _mukade’s exoskeleton is so tough that it can’t be pierced by weapons. They have one weakness—human saliva is toxic to them. A weapon coated in saliva is able to pierce through its armor and wound it. Interactions: _mukade encounters are extremely rare. However, when they happen they pose a threat to all in the area. Throughout history, the responsibility of exterminating these monsters has fallen on the shoulders of brave warriors. Legends: There is a famous bridge in Shiga Prefecture known as Seta no Karahashi. Long ago, a great serpent appeared on the bridge and would not move. The villagers were too afraid to approach the serpent, and so they could not cross. One day, the brave warrior Fujiwara no Hidesato came to the village and learned of the serpent on the bridge. He feared nothing so he crossed the bridge, trampling over the serpent’s great body with his heavy feet. It slithered back into the lake. The bridge was clear again. That night, a beautiful woman visited Hidesato. She introduced herself as the daughter of the dragon king of Like Biwa. The dragon king had sent her to Hidesato to ask for his help. Her family was being tormented by an _mukade who lived on Mount Mikami. She believed that Hidesato was a brave warrior who had trampled her so fearlessly. Hidesato agreed to help the dragon king. He took up his sword and his bow and headed to the mountains. Upon reaching Mount Mikami, Hidesato saw an enormous centipede coiled around its top. It was so long that its body wrapped around the mountain seven and a half times. He fired his arrows at it until only one arrow remained but he was unable to pierce the beast’s armor. Hidesato coated the tip of the arrow in his saliva. He said a prayer to Hachiman, the god of warriors. This time his arrow struck true. He brought down the _mukade. The dragon king’s daughter was so grateful to Hidesato that she rewarded him with marvelous gifts: a bag of rice which never became empty no matter how much rice was taken from it; a roll of silk which never ran out no matter how much was cut from it; a cooking pot which always produced the most delicious food without the need for fire; and a large temple bell, which Hidesato donated to Mii-dera. The grateful dragon king also taught Hidesato the secret to defeating Taira no Masakado, a rebel whom Hidesato had been ordered to defeat by the emperor.",,,,,,,,,,,
Daidarabotchi,,"Translation: giant; literally “Big Tar_ the priest” Alternate names: daidarab_, daidab_, daidara h_shi, daitar_b_, deidarabotchi, dairanb_, dendenbome, reirabotchi, _ki bochabocha; many others Habitat: mountains all over Japan Diet: omnivorous Appearance: Daidarabotchi are colossal humanoids which resemble bald-headed priests. They have big rolling eyes, long, lolling tongues, and pitch-black skin. They share similarities with other giants like _ny_d_ and umi b_zu, but they are by far the largest giants found in y_kai folklore. Behavior: Daidarabotchi are so large that their movements shape the world. They build mountains by piling up rocks and dirt. They pick up and move mountains to other places. When they walk, they leave lakes and valleys in their footprints. Many places across Japan are reported to have been made by daidarabotchi. Some are even named after them. Origin: Some of the oldest folk stories in Japan are legends of giants. Because of this, daidarabotchi have countless regional name variations. Most of them are local variations of the same theme: a giant priest. However, priest is often used as slang and doesn’t necessarily refer to members of the clergy. Similarly, the name Tar_ is such a common Japanese name that it is often used as a placeholder name and does not refer to an actual person. So, while daidarabotchi can be translated as “Big Tar_ the priest,” it is more of a figurative name than a literal one. Legends: Mount Fuji is said to have been made by a daidarabotchi. The giant scooped and dug up all the dirt in Kai Province (Yamanashi Prefecture) to make the mountain, and that is why the area around Mount Fuji is a large basin. When he ran out of dirt, he gathered more by digging in Omi Province (Shiga Prefecture). The area he dug there became Lake Biwa. The towns of Daita in Setagaya, T_ky_ and Daitakubo in Saitama are named after daidarabotchi. Both places are said to have been formed by daidarabotchi long ago. Daizah_shi Pond in Nagano Prefecture is another form of daidarabotchi and is believed to have been created by one. Senba Lake in Ibaraki Prefecture is also said to fill the footprint of a particularly large daidarabotchi. The Takabocchi Plateau in Nagano’s Yatsugatake quasi-national park is said to have been formed when a daidarabotchi lay down to rest his back for a bit.",,,,,,,,,,,
Onikuma,,"Translation: demon bear Habitat: mountains and forests Diet: omnivorous Appearance: Onikuma are bears which have lived an extraordinarily long time and transformed into y_kai. Onikuma continue growing beyond even the largest ordinary bears. They walk on two legs and are big enough to pick up cows and horses. They can easily move boulders than ten men could not budge. They are so powerful that they can crush a monkey in the palm of their hand. Behavior: Onikuma behavior is similar to ordinary bears. They live deep in the mountains, far away from humans. They are nocturnal. They hunt and scavenge and are able to eat just about anything. Onikuma rarely venture out of their habitats. However, like ordinary bears, onikuma will occasionally emerge from the forests and go into villages in search of food. Interactions: Due to their reclusive nature, encounters between onikuma and humans are rare. When they do occur, they are often violent. Onikuma sometimes wander into human-inhabited areas in search of food, usually livestock. Onikuma are capable of grabbing livestock and carrying them back into the forest. When this happens, the villagers have no choice but to try to hunt and kill the onikuma. Special tactics are required to hunt onikuma. First, hunters use strong timber to build a sturdy wooden structure resembling a square well casing. This is covered with wisteria vines and used to plug up the entrance of the onikuma’s den. Sticks and brush are pushed through the narrow openings around the den plug. The onikuma instinctively pulls these things into the den and piles them up in back, like a nest. As more and more sticks are inserted, the den fills up until there is no more space. The onikuma then pushes its way out through the vine-covered plug. As it emerges, it is stabbed with long spears and shot with rifles. One such onikuma hunt was recorded during the Ky_h_ era (1716-1736). The hide taken from the beast was reported to be large enough to cover more than six tatami mats.",,,,,,,,,,,
H_k_,,"Translation: based on the Chinese name for the same creature; literally “evergreen lord” Habitat: inside of trees Diet: unknown; probably herbivorous Appearance: H_k_ are nature spirits which inhabit thousand-year old trees. They resemble black dogs with human-like faces and no tails. Behavior: Being tree spirits, h_k_ are said to resemble kodama or yamabiko. However, Toriyama Sekien goes out of his way to mention that despite the similar appearance h_k_ are a separate y_kai. Interactions: Most h_k_ encounters are accidental. They usually involve an old woodcutter chopping into a camphor tree with an axe, and blood spurting out from the tree from the h_k_ living inside. Nevertheless, there are a number of records of h_k_ appearing in Japanese and Chinese chronicles. H_k_ are recorded as being edible; the ancient Chinese records that mention them include accounts of h_k_ being stewed and eaten. Apparently, they taste sweet and sour, and are similar to dog meat. Origin: H_k_ is the Japanese pronunciation of this spirit’s Chinese name: penghou. According to legend, its name was recorded in the y_kai encyclopedia Hakutaku zu. The last surviving copy of this book was lost thousands of years ago, so the true meaning of the name is difficult to decipher. Because of gradual changes in the writing systems of China and Japan, the characters used to write h_k_ do not translate perfectly into Japanese. Legends refer to the h_k_ being found inside of camphor trees. However, the first characters in its name refers to a different kind of evergreen in Japanese: the sakaki ( Cleyera japonica). This is an important, sacred tree in Shinto. The second character in its name was used as a title for feudal lords. It’s not clear that these were the intended meanings in the original Chinese though.",,,,,,,,,,,
Sarugami,,"ranslation: monkey god, monkey spirit Alternate names: enjin Habitat: mountain forests far from human civilization Appearance: Monkeys are viewed as pests by farmers. They dig up crops, steal food from gardens, and sometimes even attack pets and small children. Sarugami are bigger, more vicious, and smarter versions of the monkeys which inhabit Japan. They can speak, and they sometimes even wear human clothes. Interactions: When sarugami interact with humans it almost always ends in violence. Most legends involve sarugami kidnaping young women from a village. Heroes are then called upon to venture into the wilderness and slay the beasts. Origin: Sarugami are an example of fallen gods—spirits once revered as deities but who have since been forgotten and degenerated into y_kai. Monkeys were once worshiped as gods in parts of Japan. Hiyoshi Taisha at the southern part of Lake Biwa was an important center of monkey worship. Monkeys were messengers and servants of the sun because they become most active at sunrise and sunset. Monkey worship was popular among ancient farmers, who also awoke and retired with the sun. As people advanced beyond subsistence farming, monkey worship faded away. Eventually the monkey gods were forgotten. Though the monkey cults vanished, sarugami worship somewhat continued throughout the middle ages in esoteric religions such as K_shin. Monkeys were viewed as servants of mountain deities, acting as intermediaries between our world and the gods. The famous “see no evil, hear no evil, say no evil” monkeys ( mizaru, kikazaru, and iwazaru) come from K_shin and are a remnant of ancient sarugami worship. Legends: Long ago a giant monkey lived in the mountains of Mimasaka Province. Every year it would demand a sacrifice of a young woman from the villages around the mountain. A hunter happened to be staying at the house of the young woman who was chosen to be that year’s sacrifice. The hunter took pity on the young woman. He offered to take her place as a sacrifice. The hunter and his dog were loaded into a large chest and taken up into the mountains by priests to be presented to the sarugami. After some time, a giant monkey more than two meters tall emerged from the woods. It was accompanied by an entourage of over one hundred monkeys. The hunter and his dog leaped from the chest and attacked. Monkey after monkey was slain, until only the sarugami remained. The sarugami possessed one of the priests and spoke through him. It asked for forgiveness and promised never to demand another sacrifice if the hunter would spare its life. The hunter allowed to sarugami to run away. True to its word, the sarugami has never since asked for another sacrifice. In _mi Province there lived an elderly farmer and his young daughter. The farmer toiled in his fields every day, while his daughter waited to be married off. But there were no suitors. One day, the farmer mumbled to himself, “If only there was someone who would marry my daughter and come work in my field... Even a monkey would be ok!” Suddenly, a sarugami appeared nearby. It performed all the old man’s farm work. Then it demanded the old man’s daughter as payment. The old man refused. The sarugami grew angry at him for breaking his word. It kidnapped the man’s daughter and ran deep into the mountains. It kept the daughter tied up in a sack in its den.",,,,,,,,,,,
Obariyon,,"Translation: piggyback rider Alternate names: bariyon, onbu obake, ubariyon, obosaritei Habitat: human-inhabited areas, near roads Diet: unknown Appearance: Obariyon are child-sized monsters from Niigata prefecture which love riding on people’s backs. Interactions: Obariyon lurk in bushes and trees by the side of the road. When a traveler walks by an obariyon’s hiding place, it leaps out onto their back and shouts, “obariyon!” If the traveler relents and carries the obariyon on his back, the monster becomes heavier and heavier with each footstep. In addition, this mischievous y_kai chews on the scalp of the person carrying it, further adding to their misery. To protect against an obariyon’s head-chewing, some villages developed the custom of wearing metal bowls on their heads. According to some tales, as the obariyon becomes heavier and heavier, it eventually crushes its victim under its weight. However, more commonly, when a person has dutifully carried the obariyon the whole way home, it turns out that the strange burden was actually a sack of money. The helpful bearer becomes incredibly rich. Origin: The name obariyon comes from a phrase in a local Niigata dialect requesting a piggyback ride. Differences in local dialects are reflected in the many different names for this spirit. Though it varies from place to place, it is always some form of a childish request to be carried piggyback. Although the exact origins of this particular creature are unclear, folk tales about y_kai which demand to be carried or cared for are common across Japan. There is a recurring theme that those who persevere when dealing with children will prosper. Just as those who put up with the strange demands of the obariyon may find themselves blessed with a bag of gold, those who manage to deal with the demands of raising young children will eventually reap the rewards. In this way, obariyon may be a metaphor for child-rearing. While the demands of the obariyon seem selfish and burdensome, those who are willing to endure for the entire journey find that the hard work was worth it in the end.",,,,,,,,,,,
Kenmun,,"Translation: water spirit Alternate names: kenmon, kawatar_, yamawaro Habitat: the Amami islands Diet: primarily fish and shellfish Appearance: Kenmun are hairy water and tree spirits from the Amami islands in southern Japan. They look like a cross between a kappa and a monkey. Kenmun closely resemble their Okinawan cousins, kijimun_. Their bodies are covered in dark red or black hair, and they have long, thin legs and arms. They are slightly larger in size than a human child. Their mouths are pointed, and on top of their heads is a saucer-like depression which holds a small amount of oil or water. Their bodies smell like yams. Their drool is rank. Behavior: Kenmun live in banyan trees and spend their days in family groups playing in the mountains or near the water. They particularly enjoy sumo wrestling, at which they are highly skilled. As the seasons change, they migrate back and forth from the mountains to the sea. Kenmun have a number of strange abilities. They are able to change shape and often disguise themselves as people, horses, or cows. They can change into plants and blend in with the surrounding vegetation, or even disappear entirely. Kenmun also create light. Their drool glows eerily, as do their fingertips. They can create fire from the tips of their fingers. Sometimes they use this fire to light the oil in their head-dishes. When phantom lights are seen in the mountains or on the shores of the Amami islands, locals attribute this to kenmun. Kenmun hunt at night. They light up their fingertips to search for food in the dark. They primarily feed on fish and small shellfish. They also enjoy slugs, and they pull snails out of their shells and roll them up like rice balls. (It is possible to identify a banyan tree inhabited by a kenmun by the snail shells piled up among its roots.) They hate octopus and giant clams and will have nothing to do with them. Interactions: Kenmun avoid inhabited areas and flee when large groups of people are nearby. They occasionally aid lone woodcutters and people gathering firewood by carrying heavy loads for them. They remember those who treat them kindly or do them favors. A fisherman who saves a kenmun from being attacked by an octopus is sure to earn its eternal gratitude. Some elderly islanders who have befriended kenmun are able to call them down from the mountains to show their grandchildren. They love competition, especially sum_ wrestling. When their head-dish is filled, they have supernatural strength and cannot be beaten. However, kenmun like to mimic people. If a challenger stands on their head or bows low, the kemun will do so too, spilling their head-dish and draining their strength. Kenmun enjoy pranks. They shapeshift into animals and try to scare humans. Or they offer false directions to make people helplessly lost. They have no shame about stealing food and utensils. Kenmun occasionally do wicked things. They are sensitive to insults, particularly about their body odors. If a person talks about bad smells or farts while in the mountains, any kenmun who overhears it will take it personally. Kenmun can steal the souls of living humans, turning them catatonic. They then pull them into rivers or force them to eat snails. Their victims are later found unconscious beneath banyan trees. Even children can have had their souls stolen. Afterwards, they will behave like kenmun, living in banyan trees and leaping from tree to tree when villagers try to catch them. If a kenmun’s banyan tree is cut, the kenmun will place a curse on the woodcutter. The victim’s eyes will swell up and go blind. Eventually they will die. Hanging a pig’s foot bones or Pittosporum tobira branches from the eaves of rooves keeps kenmun away. Threatening to throw an octopus at one is enough to send them running. If an octopus is not available, they will run away from anything you throw as long as you pretend it’s an octopus.",,,,,,,,,,,
