id,character_id,character_name,archeotype,element,skill_slot,name,description,target,effects,level_acquisition,max_upgrades,upgrade_notes,cooldown_rounds
SK0161,048,Ay Ay,magician,Electro,1,Volt Sigil Bolt,"Ay Ay channels Electro power through volt sigil bolt, applying shock pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0162,048,Ay Ay,magician,Electro,2,Arc Catalyst Weave,"Ay Ay channels Electro power through arc catalyst weave, applying shock pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0163,048,Ay Ay,magician,Electro,3,Static Field Distortion,"Ay Ay channels Electro power through static field distortion, applying shock pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0164,048,Ay Ay,magician,Electro,4,Thunder Grand Invocation,"Ay Ay channels Electro power through thunder grand invocation, applying shock pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0165,049,Ophelia,tank,Electro,1,Volt Bulwark Slam,"Ophelia channels Electro power through volt bulwark slam, applying shock pressure with damage + taunt.",Frontline enemy,damage + taunt,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,1
SK0166,049,Ophelia,tank,Electro,2,Arc Anchor Stance,"Ophelia channels Electro power through arc anchor stance, applying shock pressure with guard up + damage reduction.",Self,guard up + damage reduction,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,2
SK0167,049,Ophelia,tank,Electro,3,Static Aegis Pulse,"Ophelia channels Electro power through static aegis pulse, applying shock pressure with shield + minor heal.",All allies,shield + minor heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,3
SK0168,049,Ophelia,tank,Electro,4,Thunder Last Bastion,"Ophelia channels Electro power through thunder last bastion, applying shock pressure with large shield + counter window.",Self and nearby allies,large shield + counter window,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,4
SK0169,050,Armstrong,ranger,Electro,1,Volt Precision Shot,"Armstrong channels Electro power through volt precision shot, applying shock pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0170,050,Armstrong,ranger,Electro,2,Arc Skirmish Step,"Armstrong channels Electro power through arc skirmish step, applying shock pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0171,050,Armstrong,ranger,Electro,3,Static Suppressing Volley,"Armstrong channels Electro power through static suppressing volley, applying shock pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0172,050,Armstrong,ranger,Electro,4,Thunder Finisher Lane,"Armstrong channels Electro power through thunder finisher lane, applying shock pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0173,052,Sivi,warrior,Hydro,1,Tide Guard Breaker,"Sivi channels Hydro power through tide guard breaker, applying soak pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0174,052,Sivi,warrior,Hydro,2,Current Battle Rhythm,"Sivi channels Hydro power through current battle rhythm, applying soak pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0175,052,Sivi,warrior,Hydro,3,Mist Formation Cleave,"Sivi channels Hydro power through mist formation cleave, applying soak pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0176,052,Sivi,warrior,Hydro,4,Surge Commanding Strike,"Sivi channels Hydro power through surge commanding strike, applying soak pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0177,054,Chiffon,buffer,Pyro,1,Ember Tactical Verse,"Chiffon channels Pyro power through ember tactical verse, applying burn pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary burn interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0178,054,Chiffon,buffer,Pyro,2,Cinder Tempo Call,"Chiffon channels Pyro power through cinder tempo call, applying burn pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary burn interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0179,054,Chiffon,buffer,Pyro,3,Flare Disrupting Note,"Chiffon channels Pyro power through flare disrupting note, applying burn pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary burn interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0180,054,Chiffon,buffer,Pyro,4,Inferno Overture Protocol,"Chiffon channels Pyro power through inferno overture protocol, applying burn pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary burn interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0181,059,Eir,ranger,Anemo,1,Gale Precision Shot,"Eir channels Anemo power through gale precision shot, applying displace pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0182,059,Eir,ranger,Anemo,2,Zephyr Skirmish Step,"Eir channels Anemo power through zephyr skirmish step, applying displace pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0183,059,Eir,ranger,Anemo,3,Tempest Suppressing Volley,"Eir channels Anemo power through tempest suppressing volley, applying displace pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0184,059,Eir,ranger,Anemo,4,Draft Finisher Lane,"Eir channels Anemo power through draft finisher lane, applying displace pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0185,063,Paladea,ranger,Electro,1,Volt Precision Shot,"Paladea channels Electro power through volt precision shot, applying shock pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0186,063,Paladea,ranger,Electro,2,Arc Skirmish Step,"Paladea channels Electro power through arc skirmish step, applying shock pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0187,063,Paladea,ranger,Electro,3,Static Suppressing Volley,"Paladea channels Electro power through static suppressing volley, applying shock pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0188,063,Paladea,ranger,Electro,4,Thunder Finisher Lane,"Paladea channels Electro power through thunder finisher lane, applying shock pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0189,065,Aine,ranger,Cryo,1,Frost Precision Shot,"Aine channels Cryo power through frost precision shot, applying chill pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0190,065,Aine,ranger,Cryo,2,Glacier Skirmish Step,"Aine channels Cryo power through glacier skirmish step, applying chill pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0191,065,Aine,ranger,Cryo,3,Rime Suppressing Volley,"Aine channels Cryo power through rime suppressing volley, applying chill pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0192,065,Aine,ranger,Cryo,4,Snowglass Finisher Lane,"Aine channels Cryo power through snowglass finisher lane, applying chill pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0193,069,Kaguya,magician,Electro,1,Volt Sigil Bolt,"Kaguya channels Electro power through volt sigil bolt, applying shock pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0194,069,Kaguya,magician,Electro,2,Arc Catalyst Weave,"Kaguya channels Electro power through arc catalyst weave, applying shock pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0195,069,Kaguya,magician,Electro,3,Static Field Distortion,"Kaguya channels Electro power through static field distortion, applying shock pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0196,069,Kaguya,magician,Electro,4,Thunder Grand Invocation,"Kaguya channels Electro power through thunder grand invocation, applying shock pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0197,086,Meria,tank,Geo,1,Stone Bulwark Slam,"Meria channels Geo power through stone bulwark slam, applying fracture pressure with damage + taunt.",Frontline enemy,damage + taunt,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,1
SK0198,086,Meria,tank,Geo,2,Quarry Anchor Stance,"Meria channels Geo power through quarry anchor stance, applying fracture pressure with guard up + damage reduction.",Self,guard up + damage reduction,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,2
SK0199,086,Meria,tank,Geo,3,Bastion Aegis Pulse,"Meria channels Geo power through bastion aegis pulse, applying fracture pressure with shield + minor heal.",All allies,shield + minor heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,3
SK0200,086,Meria,tank,Geo,4,Fault Last Bastion,"Meria channels Geo power through fault last bastion, applying fracture pressure with large shield + counter window.",Self and nearby allies,large shield + counter window,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,4
SK0201,109,Eirene,ranger,Cryo,1,Frost Precision Shot,"Eirene channels Cryo power through frost precision shot, applying chill pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0202,109,Eirene,ranger,Cryo,2,Glacier Skirmish Step,"Eirene channels Cryo power through glacier skirmish step, applying chill pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0203,109,Eirene,ranger,Cryo,3,Rime Suppressing Volley,"Eirene channels Cryo power through rime suppressing volley, applying chill pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0204,109,Eirene,ranger,Cryo,4,Snowglass Finisher Lane,"Eirene channels Cryo power through snowglass finisher lane, applying chill pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0205,111,Tillie,buffer,Hydro,1,Tide Tactical Verse,"Tillie channels Hydro power through tide tactical verse, applying soak pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0206,111,Tillie,buffer,Hydro,2,Current Tempo Call,"Tillie channels Hydro power through current tempo call, applying soak pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0207,111,Tillie,buffer,Hydro,3,Mist Disrupting Note,"Tillie channels Hydro power through mist disrupting note, applying soak pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0208,111,Tillie,buffer,Hydro,4,Surge Overture Protocol,"Tillie channels Hydro power through surge overture protocol, applying soak pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0209,114,Pola,ranger,Hydro,1,Tide Precision Shot,"Pola channels Hydro power through tide precision shot, applying soak pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0210,114,Pola,ranger,Hydro,2,Current Skirmish Step,"Pola channels Hydro power through current skirmish step, applying soak pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0211,114,Pola,ranger,Hydro,3,Mist Suppressing Volley,"Pola channels Hydro power through mist suppressing volley, applying soak pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0212,114,Pola,ranger,Hydro,4,Surge Finisher Lane,"Pola channels Hydro power through surge finisher lane, applying soak pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary soak interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0213,121,Lumica,warrior,Cryo,1,Frost Guard Breaker,"Lumica channels Cryo power through frost guard breaker, applying chill pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0214,121,Lumica,warrior,Cryo,2,Glacier Battle Rhythm,"Lumica channels Cryo power through glacier battle rhythm, applying chill pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0215,121,Lumica,warrior,Cryo,3,Rime Formation Cleave,"Lumica channels Cryo power through rime formation cleave, applying chill pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0216,121,Lumica,warrior,Cryo,4,Snowglass Commanding Strike,"Lumica channels Cryo power through snowglass commanding strike, applying chill pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0217,124,Yildiz,warrior,Anemo,1,Gale Guard Breaker,"Yildiz channels Anemo power through gale guard breaker, applying displace pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0218,124,Yildiz,warrior,Anemo,2,Zephyr Battle Rhythm,"Yildiz channels Anemo power through zephyr battle rhythm, applying displace pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0219,124,Yildiz,warrior,Anemo,3,Tempest Formation Cleave,"Yildiz channels Anemo power through tempest formation cleave, applying displace pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0220,124,Yildiz,warrior,Anemo,4,Draft Commanding Strike,"Yildiz channels Anemo power through draft commanding strike, applying displace pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0221,139,Trixie,magician,Cryo,1,Frost Sigil Bolt,"Trixie channels Cryo power through frost sigil bolt, applying chill pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0222,139,Trixie,magician,Cryo,2,Glacier Catalyst Weave,"Trixie channels Cryo power through glacier catalyst weave, applying chill pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0223,139,Trixie,magician,Cryo,3,Rime Field Distortion,"Trixie channels Cryo power through rime field distortion, applying chill pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0224,139,Trixie,magician,Cryo,4,Snowglass Grand Invocation,"Trixie channels Cryo power through snowglass grand invocation, applying chill pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
